[FimsReadDemon             ; 0:03:04] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 1:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 1:33:03]METS Db CONNECTION !! 
[FimsReadDemon             ; 1:33:03]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 1:33:03]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 1:33:04]METS Db Dis_Conn !! 
[FimsReadDemon             ; 1:33:04]Program End.
[FimsSendDemon             ; 1:35:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 1:35:07]METS Db CONNECTION !! 
[FimsSendDemon             ; 1:35:07]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 1:35:07]METS Db Dis_Conn !! 
[FimsSendDemon             ; 1:35:07]Program End.
[FimsSendDemon             ; 1:38:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 1:38:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 1:38:01]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 1:38:01]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 1:38:01]METS Db Dis_Conn !! 
[FimsSendDemon             ; 1:38:01]Program End.
[FimsReadDemon             ; 1:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 1:43:03]METS Db CONNECTION !! 
[FimsReadDemon             ; 1:43:03]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 1:43:03]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 1:43:06]METS Db Dis_Conn !! 
[FimsReadDemon             ; 1:43:06]Program End.
[FimsSendDemon             ; 1:48:03] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 1:48:04]METS Db CONNECTION !! 
[FimsSendDemon             ; 1:48:04]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 1:48:04]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 1:48:04]METS Db Dis_Conn !! 
[FimsSendDemon             ; 1:48:04]Program End.
[FimsReadDemon             ; 1:53:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 1:53:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 1:53:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 1:53:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 1:53:05]METS Db Dis_Conn !! 
[FimsReadDemon             ; 1:53:05]Program End.
[FimsSendDemon             ; 1:58:03] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 1:58:04]METS Db CONNECTION !! 
[FimsSendDemon             ; 1:58:04]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 1:58:04]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 1:58:04]METS Db Dis_Conn !! 
[FimsSendDemon             ; 1:58:04]Program End.
[FimsReadDemon             ; 2:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 2:03:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 2:03:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 2:03:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 2:03:02]METS Db Dis_Conn !! 
[FimsReadDemon             ; 2:03:02]Program End.
[FimsSendDemon             ; 2:05:02] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 2:05:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 2:05:02]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 2:05:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 2:05:02]Program End.
[FimsSendDemon             ; 2:08:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 2:08:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 2:08:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 2:08:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 2:08:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 2:08:02]Program End.
[FimsReadDemon             ; 2:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 2:13:03]METS Db CONNECTION !! 
[FimsReadDemon             ; 2:13:03]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 2:13:03]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 2:13:03]METS Db Dis_Conn !! 
[FimsReadDemon             ; 2:13:03]Program End.
[FimsSendDemon             ; 2:18:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 2:18:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 2:18:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 2:18:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 2:18:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 2:18:03]Program End.
[FimsReadDemon             ; 2:23:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 2:23:03]METS Db CONNECTION !! 
[FimsReadDemon             ; 2:23:03]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 2:23:03]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 2:23:05]METS Db Dis_Conn !! 
[FimsReadDemon             ; 2:23:05]Program End.
[FimsSendDemon             ; 2:28:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 2:28:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 2:28:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 2:28:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 2:28:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 2:28:03]Program End.
[FimsReadDemon             ; 2:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 2:33:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 2:33:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 2:33:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 2:33:01]METS Db Dis_Conn !! 
[FimsReadDemon             ; 2:33:01]Program End.
[FimsSendDemon             ; 2:35:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 2:35:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 2:35:03]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 2:35:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 2:35:03]Program End.
[FimsSendDemon             ; 2:38:03] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 2:38:06]METS Db CONNECTION !! 
[FimsSendDemon             ; 2:38:06]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 2:38:06]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 2:38:07]METS Db Dis_Conn !! 
[FimsSendDemon             ; 2:38:07]Program End.
[FimsReadDemon             ; 2:43:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 2:43:03]METS Db CONNECTION !! 
[FimsReadDemon             ; 2:43:03]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 2:43:03]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 2:43:05]METS Db Dis_Conn !! 
[FimsReadDemon             ; 2:43:05]Program End.
[FimsSendDemon             ; 2:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 2:48:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 2:48:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 2:48:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 2:48:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 2:48:03]Program End.
[FimsReadDemon             ; 2:53:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 2:53:08]METS Db CONNECTION !! 
[FimsReadDemon             ; 2:53:08]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 2:53:08]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 2:53:10]METS Db Dis_Conn !! 
[FimsReadDemon             ; 2:53:10]Program End.
[FimsSendDemon             ; 2:58:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 2:58:01]METS Db CONNECTION !! 
[FimsSendDemon             ; 2:58:01]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 2:58:01]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 2:58:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 2:58:03]Program End.
[FimsReadDemon             ; 3:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 3:03:04]METS Db CONNECTION !! 
[FimsReadDemon             ; 3:03:04]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 3:03:04]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 3:03:06]METS Db Dis_Conn !! 
[FimsReadDemon             ; 3:03:06]Program End.
[FimsSendDemon             ; 3:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 3:05:04]METS Db CONNECTION !! 
[FimsSendDemon             ; 3:05:04]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 3:05:04]METS Db Dis_Conn !! 
[FimsSendDemon             ; 3:05:04]Program End.
[FimsSendDemon             ; 3:08:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 3:08:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 3:08:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 3:08:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 3:08:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 3:08:03]Program End.
[FimsReadDemon             ; 3:13:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 3:13:05]METS Db CONNECTION !! 
[FimsReadDemon             ; 3:13:06]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 3:13:06]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 3:13:07]METS Db Dis_Conn !! 
[FimsReadDemon             ; 3:13:07]Program End.
[FimsSendDemon             ; 3:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 3:18:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 3:18:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 3:18:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 3:18:04]METS Db Dis_Conn !! 
[FimsSendDemon             ; 3:18:04]Program End.
[FimsReadDemon             ; 3:23:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 3:23:02]METS Db CONNECTION !! 
[FimsReadDemon             ; 3:23:02]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 3:23:02]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 3:23:05]METS Db Dis_Conn !! 
[FimsReadDemon             ; 3:23:05]Program End.
[FimsSendDemon             ; 3:28:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 3:28:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 3:28:02]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 3:28:02]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 3:28:04]METS Db Dis_Conn !! 
[FimsSendDemon             ; 3:28:04]Program End.
[FimsReadDemon             ; 3:33:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 3:33:01]METS Db CONNECTION !! 
[FimsReadDemon             ; 3:33:01]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 3:33:01]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 3:33:05]METS Db Dis_Conn !! 
[FimsReadDemon             ; 3:33:05]Program End.
[FimsSendDemon             ; 3:35:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 3:35:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 3:35:03]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 3:35:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 3:35:03]Program End.
[FimsSendDemon             ; 3:38:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 3:38:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 3:38:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 3:38:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 3:38:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 3:38:03]Program End.
[FimsReadDemon             ; 3:43:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 3:43:06]METS Db CONNECTION !! 
[FimsReadDemon             ; 3:43:06]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 3:43:06]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 3:43:07]METS Db Dis_Conn !! 
[FimsReadDemon             ; 3:43:07]Program End.
[FimsSendDemon             ; 3:48:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 3:48:04]METS Db CONNECTION !! 
[FimsSendDemon             ; 3:48:04]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 3:48:04]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 3:48:04]METS Db Dis_Conn !! 
[FimsSendDemon             ; 3:48:04]Program End.
[FimsReadDemon             ; 3:53:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 3:53:06]METS Db CONNECTION !! 
[FimsReadDemon             ; 3:53:06]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 3:53:06]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 3:53:10]METS Db Dis_Conn !! 
[FimsReadDemon             ; 3:53:10]Program End.
[FimsSendDemon             ; 3:58:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 3:58:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 3:58:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 3:58:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 3:58:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 3:58:03]Program End.
[FimsReadDemon             ; 4:03:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 4:03:04]METS Db CONNECTION !! 
[FimsReadDemon             ; 4:03:04]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 4:03:04]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 4:03:06]METS Db Dis_Conn !! 
[FimsReadDemon             ; 4:03:06]Program End.
[FimsSendDemon             ; 4:05:01] SKT FIMS INF SEND DEMON START >>>>> 
[FimsSendDemon             ; 4:05:02]METS Db CONNECTION !! 
[FimsSendDemon             ; 4:05:02]1번>>>> 납품지시내역 신규 데이터 없음
[FimsSendDemon             ; 4:05:02]METS Db Dis_Conn !! 
[FimsSendDemon             ; 4:05:02]Program End.
[FimsSendDemon             ; 4:08:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 4:08:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 4:08:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 4:08:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 4:08:04]METS Db Dis_Conn !! 
[FimsSendDemon             ; 4:08:04]Program End.
[FimsReadDemon             ; 4:13:02] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 4:13:03]METS Db CONNECTION !! 
[FimsReadDemon             ; 4:13:03]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 4:13:03]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 4:13:03]METS Db Dis_Conn !! 
[FimsReadDemon             ; 4:13:03]Program End.
[FimsSendDemon             ; 4:18:01] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 4:18:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 4:18:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 4:18:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 4:18:05]METS Db Dis_Conn !! 
[FimsSendDemon             ; 4:18:05]Program End.
[FimsReadDemon             ; 4:23:01] SKT FIMS INF READ DEMON START >>>>> 
[FimsReadDemon             ; 4:23:03]METS Db CONNECTION !! 
[FimsReadDemon             ; 4:23:03]2번>>>> 자재 수량 분배 신규 데이터 없음.
[FimsReadDemon             ; 4:23:05]5번>>>> 인수 승인 신규 데이터 없음.
[FimsReadDemon             ; 4:23:06]METS Db Dis_Conn !! 
[FimsReadDemon             ; 4:23:06]Program End.
[FimsSendDemon             ; 4:28:02] SKT FIMS INF 10MIN SEND DEMON START >>>>> 
[FimsSendDemon - 10min     ; 4:28:03]METS Db CONNECTION !! 
[FimsSendDemon             ; 4:28:03]3번>>>> 제조사 배송 정보 신규 데이터 없음
[FimsSendDemon             ; 4:28:03]4번>>>> 제조사 배송 내역 신규 데이터 없음
[FimsSendDemon             ; 4:28:03]METS Db Dis_Conn !! 
[FimsSendDemon             ; 4:28:03]Program End.
